"","id","post_url","timestamp","datetime","tags","body","date","topic","Students","Ideals","Health.Care","Jobs.Economy","pos","neg","pnratio","fit"
"19",22379509576,"http://wearethe99percent.tumblr.com/post/22379509576/occupy-tabs-from-hamden-ct",1336135029,"2012-05-04 12:37:09 GMT","","Occupy Tabs from Hamden CT","2012-05-04",1,1,0,0,0,"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"20",22122871447,"http://wearethe99percent.tumblr.com/post/22122871447/i-earn-1700-a-month-after-taxes-half-my-income",1335709860,"2012-04-29 14:31:00 GMT","ows;occupywallstreet;99%;occupytogether;mayday;m1gs;occupy","I earn 1700$ a month after taxes. Half my income is from working 15 hours a week as a student assistant in research. The other half is government support for my education. When my last bill is paid, I have a 1000$.  I am studying a master’s degree in social science at the university for free. I do pay 40-45% in taxes and groceries are 30-50% more expensive than in the US. I do have government subsidized student loans.   Monthly I donate money to charities, and I’ve recently starting paying back my loans, due to an increased income from work. My real wage was cut 1% this year, but I’ll make it. I only pay for 50% of the cost for my medicine for a chronic illness, and I have free healthcare. A broken leg will only cost me the price of painkillers.   In my country’s economic and social context I am far from rich. I can go to the cinema, maybe travel, buy healthy food, and I can go out. I am far but privileged. I am a regular student with a part time job. I am not lucky. This is the results of my parents and their parents’ struggle for economic justice, and a welfare society with equal opportunities. My country is not going bankrupt. In spite of economic crises it has a strong economy, and we do quite well. This is the result of a struggle for human dignity and social and economic justice – not good luck. I live in what American pundits call a socialist nightmare.I feel for the people of the US, Greece and the 99%. I support your struggle, politically and economically. In Denmark I am the 99%. I hope you one day can be as privileged as me.","2012-04-29",4,0.15702479338843,0.0909090909090909,0.363636363636364,0.388429752066116,"153.84631242737","103.953624772332","1.47995139913887","neutral"
"21",22120030338,"http://wearethe99percent.tumblr.com/post/22120030338/i-got-my-first-job-mowing-lawns-when-i-was-13-i",1335790920,"2012-04-30 13:02:00 GMT","ows;occupywallstreet;mayday;m1gs;occupy;occupytogether","I got my first job mowing lawns when I was 13. I went to work for the Federal government, laying fences, when I was 15. At 17, I left home and put myself through college and law school, without my parents’ help. Yes, I had student loans, and yes, I paid them. I lost my job in 2009. Despite hundreds of phone calls, resumes, and a few interviews, it seems I am now “overqualified,” at age 50, to be employed. I am coming to grip with the fact that I will never earn what I took for granted, just a few years ago. I have run through my savings, my investments, and my retirement accounts. I lost my house. My wife left me a year ago, and cancelled my health insurance. My heart medications, insulin, and related supplies, not to mention ADD meds for my teenager, total $3500 a month. I don’t have $3500 to spend on meds, so I take a daily aspirin, and my kid is suffering in school. I’m waiting on the word that I have renal failure. A vial of insulin, that used to cost $15 a few years ago, now costs $80. Big pharma is gouging. Now, I am facing eviction. My two children have never seen daddy without money. I am facing the grim fact that my life insurance policy and social security death benefits may provide my kids better financial security than I can. Like George Bailey, I am “worth more dead than alive.” I AM THE 99%  Jack Austin, Texas","2012-04-30",1,0.56,0.44,0,0,"65.11908022688","95.6167551350468","0.68104256555148","negative"
"22",22119730524,"http://wearethe99percent.tumblr.com/post/22119730524/my-partner-has-no-health-insurance-and-they-keep",1335790373,"2012-04-30 12:52:53 GMT","ows;occupywallstreet;mayday;m1gs;occupy;occupytogether;healthcare;insurance;debt;politics","My partner has no health insurance, and they keep cutting hours at his supposedly full time job. I have health insurance because my mom would lose hers if she took me off it.I am going back to nursing school full time to get a job that was supposed to be stable and in demand, but no one is hiring anymore. We want to get married, but we keep trying and failing to get on our financial feet. I’m not sure that will ever happen. I am afraid of my sick father-in-law dying. His family would have nowhere to go but us or the streets, but how could we support his disabled mom, disabled brother, and kid sister when we can barely make ends meet in our one room studio apartment? Recently, someone told me they got a 20,000 dollar raise. I laughed because it would be too painful to cry. Most of my friends are unemployed. The most my partner and I have ever made combined was 24,000 USD. That was a great year. We are the 99%. Occupywallst.org Occupyberkeley.org","2012-04-30",1,0.893939393939394,0.0757575757575758,0,0.0303030303030303,"49.6169899909363","102.567330411212","0.483750428055526","negative"
"23",21268904734,"http://wearethe99percent.tumblr.com/post/21268904734/i-am-an-old-retired-overseas-chinese-person-that",1334674380,"2012-04-17 14:53:00 GMT","","I am an old, retired overseas Chinese person that has always been harassed by my landlord and threatened by eviction. The landlord has used all sorts of methods such as not accepting my rent checks and not providing hot water or heat. Last summer it was the worst when the landlord turned on the heat to bake us alive! We are the 99%!","2012-04-17",1,0.5,0.307692307692308,0.192307692307692,0,"8.78232285939751","18.5054868578024","0.474579400524914","negative"
"24",21268901613,"http://wearethe99percent.tumblr.com/post/21268901613/i-am-a-greencard-carrying-chinese-person-with-a",1334674380,"2012-04-17 14:53:00 GMT","","I am a greencard carrying Chinese person with a family of four. Because my husband has worked so many years in a restaurant, he now has health issues because of his blood pressure. We are peaceful, law-abiding residents. Because of landlord harassment, who has threatened us with eviction, we are fighting gentrification.  We need to protect the rights of tenants! Every year the rent increases. Sometimes the landlord doesn’t turn on the heat or hot water. The landlord is trying to evict us, and we are currently in housing court. We have to work to save money for rent to pay the rent, to survive. It’s really tough on us. We are the 99%!","2012-04-17",1,0.511111111111111,0.333333333333333,0.155555555555556,0,"56.6748879283482","53.2392597680621","1.0645318544107","neutral"
"25",21268897421,"http://wearethe99percent.tumblr.com/post/21268897421/ive-been-living-in-the-us-for-30-years-working",1334674380,"2012-04-17 14:53:00 GMT","","I’ve been living in the US for 30 years, working in a restaurant all the entire time.  Every day I work 13 hours, leading to my bad health now. After 9/11, I started getting respiratory problems. My wife used to work in the garment factories, but because there wasn’t business, she got laid off. Rent increases yearly, and we have 2 kids. Now we don’t have work, so life is very difficult. We are a part of the 99%.","2012-04-17",4,0.0645161290322581,0.354838709677419,0,0.580645161290323,"8.78232285939751","17.8123396772424","0.493047124551418","negative"
"26",21268890894,"http://wearethe99percent.tumblr.com/post/21268890894/i-am-a-chinese-american-ive-been-in-the-us-for",1334674320,"2012-04-17 14:52:00 GMT","","I am a Chinese American. I’ve been in the US for 30 years now. I have 4 kids, and in order to support them, I have to take up part-time work. Our family income is mainly supported through my husband’s restaurant job, which only provides a meager income. Now, all of our kids have graduated from college, but because of the negative effects of the economic downturn, my daughters can’t find work. Also, because of my husband’s long term restaurant work, his health has suffered and he’s unable to work now. And then it’s all compounded with the effects of gentrification, such as our landlord’s unending harassment. Last year our rent was raised twice. We are the 99%.","2012-04-17",4,0.244444444444444,0.355555555555556,0.0222222222222222,0.377777777777778,"17.2265151579293","52.5461125875021","0.327836148282956","negative"
"27",21056561700,"http://wearethe99percent.tumblr.com/post/21056561700/furee-brooklyn-ny-99-spring-story",1334366838,"2012-04-14 01:27:18 GMT","","FUREE (Brooklyn, NY) 99% Spring story","2012-04-14",3,0,0,1,0,"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"28",21056549662,"http://wearethe99percent.tumblr.com/post/21056549662/furee-brooklyn-ny-99-spring-story",1334366826,"2012-04-14 01:27:06 GMT","","FUREE (Brooklyn, NY) 99% Spring story","2012-04-14",3,0,0,1,0,"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"29",20725316525,"http://wearethe99percent.tumblr.com/post/20725316525/i-am-the-99-occupywallst-org-my-name-is",1333909504,"2012-04-08 18:25:04 GMT","","I am the 99%.occupywallst.orgMy name is Olivia.  I can’t hold a sign because I’m so little. I was born with club feet.  One was so bad, it was nearly upside-down.  My feet have been stretched into place and casted into position every week since I was 3 weeks old.  It really hurts.  I’m 3 and a half months old now, so I’ve done that a lot.  It costs about $500 each time.  (You can see one of my casts peeking out under my dress.)On March 21, 2012 I had my first surgery, because the stretching wasn’t working.  That cost nearly $9,000, but if my feet don’t get fixed, I’ll never be able to walk.Medicaid is paying to fix my feet.  My Daddy is a disabled veteran, but his insurance won’t cover my feet.  My Mom is trying to raise my 3 brothers and I while she wracks up student loans getting her college degree, because minimum wage isn’t enough to keep a roof over our heads.WIC is paying for my formula, because Mom’s milk never came in.  She feels kinda bad about that, but sometimes these things just happen.I hear that some people want to get rid of Medicaid, the Pell Grant, and WIC, so that the 1% can have even more tax breaks.  Well, I want to be able to walk.  I need to eat.  And my Mom would like to be able to provide for me better someday.  I don’t understand why people want to take that away from me.  What did I do wrong?","2012-04-08",1,0.536585365853659,0,0.170731707317073,0.292682926829268,"41.8659448729645","60.1898350442271","0.695565037554958","negative"
"30",20345799407,"http://wearethe99percent.tumblr.com/post/20345799407/even-though-i-am-still-the-99",1333369265,"2012-04-02 12:21:05 GMT","","even though, I am still the 99%","2012-04-02",4,0,0,0,1,"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"31",20116769441,"http://wearethe99percent.tumblr.com/post/20116769441/i-can-t-find-my-future-i-looked-in-college-i",1333032193,"2012-03-29 14:43:13 GMT","","I CAN”T FIND MY FUTURE.I looked in college.I found debt.I looked to my parents.I found debt and heartbreak.I looked at my friends. I found grief and sorrow.I looked at the land.I found MY COMMONS DESTROYED, MY LAKES AND RIVERS AND SOIL AND TREES AND BEES AND WORMS DESTROYED.I looked at my fellow humans.I fund disease, debt, sorrow, dissonance, hate, greed, misery, AND NO ONE CARES ANYMORE.well. I CARE. an awful lot.IM TAKING MY FUTURE BACK. (IT’S MINE)I AM THE 99%","2012-03-29",3,0.304347826086957,0,0.673913043478261,0.0217391304347826,"8.78232285939751","80.3293102215968","0.109328996292518","negative"
"32",20062608117,"http://wearethe99percent.tumblr.com/post/20062608117/i-am-a-21-year-old-student-from-finland-it-makes",1332945136,"2012-03-28 14:32:16 GMT","","I am a 21 year-old student from Finland.It makes me sad to hear how Americans are suffering.Here, our taxes are high but we all benefit from them.I grew up in the countryside and always had access to the same services that people in the city did.My university is known around the world in my field and my education is not only free, but my government pays ME to go to university. Everyone has a right to this.Everyone has a right to the best healthcare, there is no such thing as health insurance.I am young now and able to take risks and pursue my passion because I will never have to worry about starving if I loose my job or my business fails.I know that when I am old my state pension will be there for me so that I can enjoy my retirement.We call this the Nordic Model, and under it we live well and our businesses are among the most competitive in the world. I am grateful to have been born a citizen of a country that cares for its people, and I hope that one day the USA will take example from us.I am the 99%. ","2012-03-28",3,0,0.178571428571429,0.625,0.196428571428571,"104.567452997299","35.8723733129322","2.9149856376969","positive"
"33",19782148784,"http://wearethe99percent.tumblr.com/post/19782148784/im-a-26-year-old-college-educated-woman-whose",1332511867,"2012-03-23 14:11:07 GMT","","I’m a 26 year old college educated woman whose luxuries are my second-hand 1999 Ford Taurus, my 1 year old cat, and my 40 year old boyfriend who also lives paycheck to paycheck.Growing up with not a lot of money since childhood, I looked forward to the finer things in life like money and college. I spent 4 years earning an associate degree in broadcasting (paid by the state) which did not get me a job in radio or TV. All the commercial TV stations in my city of Peoria have consolidated and seem to prefer Big Ten and Missouri Valley Athletic Conference grads. So I went 2 years earning by bachelor in business administration (paid by loans at a small private college) which I do not regret despite I can’t get a job as an administrative assistant due to “lack of experience”. I live paycheck to paycheck as a temp at a Catholic hospital, donate plasma, and go can collecting to make ends meet.I’ve worked jobs through federal work-study, seasonal, and temporary since college and once in my life was laid off after the economy took a crap. The hospital won’t hire me on saying “come back when you have a more stable work history”. The IRS ripped me off on my 2011 taxes because my past employer (a call center for Verizon Telecom) must have fucked up my W-4. I only have $1,000 in savings and am planning to get out of Peoria in search of better opportunities. I only have over-the-air television, eat beans & rice every weekend, and do not need an expensive cell phone plan. I haven’t been able to take an actual vacation because of bills and $22,000 student loan debt and even though I have a job and donate plasma, it’s not enough.This comes to my conclusion: Why do the rich and the well-off get to have all the fun and benefits while people like me and my boyfriend have to suffer? Employers should NOT hire people based on what college they attended and how are people supposed to get experience when companies won’t give them a chance? In addition I still haven’t gotten over missing our California trip in 2010 despite US Airways refunded our return ticket money. My boyfriend’s well-off parents live there and we were supposed to see them. Nowadays it seems his father doesn’t want our presence because we’re not married with children or have a ton of money or something (BTW he was going to help pay for our visit too). With the way America is going, I’m not sure if I should become a momma someday; maybe instead raise unwanted dogs and cats. Yes I am jealous, insecure, bitchy, and pissed off because America thinks the poor are freeloaders wanting a handout or are a bunch of marijuana smoking hippies who live in their parent’s basement. That’s bullshit! I have a job, I have two college degrees, I am a jack of all trades, and I don’t want to be typecast in Peoria anymore as “That woman who bothered her local CBS affiliate in attempt to get a job there.”My boyfriend and I are the 99% and I demand change.occupywallst.orgoccupypeoria.org","2012-03-23",4,0.228855721393035,0.27363184079602,0.154228855721393,0.343283582089552,"71.4838309837319","131.736822406426","0.542626045458986","negative"
"34",19781413697,"http://wearethe99percent.tumblr.com/post/19781413697/months-ago-i-wrote-something-for-this-site-about",1332509920,"2012-03-23 13:38:40 GMT","","Months ago, I wrote something for this site about my father’s struggle. He had a heart attack, open-heart surgery, and faced many injustices, living in America today without health insurance.On February 27, 2012, he died due to his inadequate heath care. He left behind a wife of 25 years, 4 children and 4 grandchildren - 2 of which will never meet their amazing, wonderful, inspiring grandfather. He is, was, the 99%.http://occupywallst.org","2012-03-23",1,0.852941176470588,0,0.147058823529412,0,"41.8659448729645","53.2392597680621","0.786373534405895","negative"
