id,post_url,timestamp,datetime,tags,body
27437421122,http://wearethe99percent.tumblr.com/post/27437421122/i-am-the-99-i-am-a-good-man-who-has-been-taken,1342564320,2012-07-17 22:32:00 GMT,ows;occupy;occupy wall street;occupy together;election2012,"<p>I am the 99% - I am a good man who has been taken to the edge of sanity by the world I live in. a world where people are rewarded disproportionately to their contribution to their fellow man. a world where a soccer player can earn enough in a week to buy a house, but where a nurse who saves and nurtures the lives of others is made to survive on a subsistence wage. I am the 99% and the time has come for us to take back our world.</p>"
27342737252,http://wearethe99percent.tumblr.com/post/27342737252/i-am-25-and-newly-married-my-life-is-not-horrible,1342461721,2012-07-16 18:02:01 GMT,,<p>I am 25 and newly married. My life is not horrible but I am angered by my situation.</p><p>I work for a corporation that gives me very few rights (posting this I can actually get fired if I disclose the name of the company or myself).</p><p>I work long hours for straight commission.  My company can change my commission rates at anytime they desire. I am forced to work even when the store is not open for no hourly wage. If I don&#8217;t make minimum wage in a given pay period they will pay me minimum wage but the next time I make more money than minimum wage I have to pay them back.</p><p>I have very limited health insurance with outrageous deductibles and after paying for it and paying income tax many of my bi-weekly  paychecks are less than four hundred dollars and this is a full-time job!</p><p>If I want to make more money I need to move to a salaried position. I have witnessed many friends attempt to do this and they are slaves that have difficulty balancing personal life with the over abundance of hours and demands put on them.</p><p>The corporation is too cheap to hire  more workers to make salaried workers jobs less demanding. They can not retain good quality employees because they refuse to pay more than minimum wage unless you are on commission or are salaried. </p><p>I am smart and a very quick learner but refuse to put myself in thousands of dollars in debt to get a piece of paper that says I am qualified.</p><p>I am very creative but any job that I see that I could possibly make a decent income at and be happy doing it needs a degree.</p><p>Many people I went to high school with have gone to college and have associate degrees which mean almost as much as a high school diploma in today&#8217;s job market.</p><p>The ones with bachelor degrees are lucky if they have jobs that pay enough to make a dent in their educational debt. These people still owe thousands of dollars to be a slave. They are no better off than I (I actually have an edge on them by not having tens of thousands of dollars in debt).</p><p>I am a slave to society. I work to make money and I can barely afford to live. My husband and I are in an okay position as long as one of the small cracks in the ice below our feet do not begin to spider and break apart.</p>
27053459823,http://wearethe99percent.tumblr.com/post/27053459823/i-am-a-29-year-old-male-who-is-raising-my-one-year,1342107203,2012-07-12 15:33:23 GMT,,"<p><div><p class=""MsoNormal""><span>I am a 29 year old male who is raising my one year old daughter by myself. I do not have my other children. I had to give up rights to my son, who is now 4 and I have never met, because I could not afford to pay the child support. I have tried to reach out to get the help I need from every angle possible and to every agency I know of that could help. I have not been helped by any of them. The below is what I have even sent to online help sites to obtain help. I still have not found any help from any of them.</span></p><p class=""MsoNormal""><em><span>&#8220;I really need help. I am a single father with full custody of my nine month old baby girl. I am struggling right now, </span><span>financially; among other things. I will tell you about what is going on.</span><span> </span></em></p></div><div><p class=""MsoNormal""><em><span>I am fighting for </span><span>disability due to physical and mental problems</span><span>. I do receive food stamps of $367 per month, cash assistance of $316 (which will be going to $100 within the next six months) and WIC checks for Savannah. This isn&#8217;t enough to obtain housing. I cannot find any housing with the county (Lackawanna County; Scranton, Pennsylvania) or within </span><span>surrounding</span><span> counties. I have tried all the agencies that help with such matters. Child Support does not come from the mother as she is on SSI, according to domestics. I have no other income.</span></em></p></div><div><p class=""MsoNormal""><em><span>I have lived at three addresses since Savannah was born. All three have bedbugs and fleas. I am tired of it. If something happens here, I have no where else to go. I have been forced to lie and say that I am residing somewhere else just to keep my welfare benefits because the other people I lived with and live with now have a high income and it would be counted.</span></em></p></div><p class=""MsoNormal""><em><span>I don&#8217;t know what to do. (</span><span>Barred from jobs due to criminal record, </span><span>lack of transportation, fainting risks, lack of experience, lack of education; and no other way to pay for our needs. I get so depressed because I am failing as a father. It is my duty to provide for her and yet I can&#8217;t. I have gotten so bad that I actually want to die, 90% of the time.</span></em></p><div><p class=""MsoNormal""><span><em>I don&#8217;t know what kind of help you can provide, but any help is appreciated.&#8221;</em></span></p><p class=""MsoNormal"">Some things have changed since those emails. I now reside in my fourth residence since my daughter was born. I am soon to be going through court again for my 7 year old daughter who I have not had any rights to see this far. <span>I have been denied again for disability and now have given up. I have no education, no way to obtain education, no car, no way to get one, can&#8217;t drive anyway, no skills for labor, limitations on my labor abilities, no bank accounts, no inheritances, no trust funds, nothing to speak of except that I am on welfare. I am tired of getting screwed by the government. I am the 99% and I do OCCUPY!</span></p></div></p>"
27052558321,http://wearethe99percent.tumblr.com/post/27052558321/i-am-a-21-year-old-brazilian-girl-i-am-taking,1327122000,2012-01-21 05:00:00 GMT,,"<p>I am a 21 year old Brazilian girl. I am taking International Relations only to discover how this crappy system works. No doubts, I am each day more disappointed. This CANNOT continue. CAPITALISM SHOULD DIE…</p><p>It’s already failing; but until its end, it will continue making us fail first. Where’s the logic? Just put an end! I am the 99% There’s no land of opportunity!!!!!!! </p>"
26147098434,http://wearethe99percent.tumblr.com/post/26147098434/im-not-asking-for-a-handout-or-for-sympathy-but,1340986779,2012-06-29 16:19:39 GMT,,<p>I&#8217;m not asking for a handout or for sympathy. But I am trying to make aware the outrageous interest rates on student loans.</p>
25659394554,http://wearethe99percent.tumblr.com/post/25659394554/hi-im-anna-and-im-young-because-im-only-14,1340390115,2012-06-22 18:35:15 GMT,,"<p>Hi, I&#8217;m Anna and I&#8217;m young, because I&#8217;m only 14. But I see every day the world&#8217;s problem and we continue in this way of live. we are destroying our world! why governors do not understand this? I want my future, it&#8217;s not fair that much people don&#8217;t have health insurance!</p><p>I wonder how it is possible!</p><p>Well, I&#8217;m the 99% because I could not have a future.</p><p>(sorry for my bad english, I could have done mistakes&#8230;)</p><p>Anna</p>"
25592433830,http://wearethe99percent.tumblr.com/post/25592433830/we-are-all-the-99-dont-shame-yourself-about,1340307843,2012-06-21 19:44:03 GMT,,"<p>We are all the 99%. Don&#8217;t shame yourself about your circumstances, that keeps us divided and diverts the blame from the people who deserve it. Take pride in your poverty.</p>"
25170002288,http://wearethe99percent.tumblr.com/post/25170002288,1339784224,2012-06-15 18:17:04 GMT,cancer;healthcare;health insurance;politics;medical debt;debt;ows;occupy;submission,
24399495018,http://wearethe99percent.tumblr.com/post/24399495018,1338812678,2012-06-04 12:24:38 GMT,ows;occupy;occupytogether;healthcare;politics;education;college;insulin;diabetes;submission,
24191606662,http://wearethe99percent.tumblr.com/post/24191606662/i-am-the-99-and-so-are-you,1338553670,2012-06-01 12:27:50 GMT,ows;occupywallstreet;occupytogether;occupy;military;education;union;homelessness;economy;housing;fatherhood;parenthood;submission,"<p>I AM THE 99% AND SO ARE YOU</p><p><a href=""http://occupywallst.org"" target=""_blank"">http://occupywallst.org</a> </p>"
24125756712,http://wearethe99percent.tumblr.com/post/24125756712/i-know-im-just-a-kid-but-i-have-no-future-and,1338467111,2012-05-31 12:25:11 GMT,ows;occupy;occupywallstreet;occupytogether;teenager;politics;parents;education;family;economy;healthcare;band;gas;submission,"<p>I know I&#8217;m just a kid, but I have no future, and it freaks me out. I&#8217;m sorry if it looks like I&#8217;m just spoiled and petulant.</p><p><a href=""http://occupywallst.org"" target=""_blank"">http://occupywallst.org</a></p>"
24059746585,http://wearethe99percent.tumblr.com/post/24059746585/this-is-the-sign-i-made-today-and-plan-to-stand,1338381037,2012-05-30 12:30:37 GMT,ows;occupy;occupywallstreet;occupytogether;economy;politics;healthcare;election2012;submission,"<p>This is the sign I made today, and plan to stand at a busy corner in the rain.  I do not live in Oregon, or Washington state.  I am disabled, my husband lost his job due to illnesses which include Stiff Person Syndrome, scaring on his brain (could be MS) hypothyroid, sick sinus syndrome (requiring a pacemaker at 37), and now something showing up on his liver. </p><p>We believed that it would only be a short time before he would be better and be able to get back to work.  That was two years ago.  His unemployment benefits have run out, and now with all his diagnosis we are able to finally pursue disability for him.  My SSDI and child support come to a monthly total of $2346.00 monthly.  Our rent - we can&#8217;t afford to buy - is $1150.00 a month.  We are currently $195.00 overdrawn, and the overdraft protection has been turned off by the bank.  We have no more gas in our car.  I will get the last half of child support next week; coincidentally that is exactly $195.00.  The next SSDI check won&#8217;t be here until June 1st.</p><p>We have not paid our utilities, or car payment in two months.  We have a six month old who needs diapers.  He was our 1% miracle - as in birth control is only 99% effective.  Go figure.  If my husband&#8217;s disability is not approved soon we will be homeless by July.  Because our situation is dire now, we have written letters through his SSDI attorney for compassionate allowances.  However, once we are homeless our situation is no longer considered &#8220;dire&#8221;.</p><p>We will survive this.  Our marriage will survive this.  But, I am putting my country on notice.  I will not accept this any longer, I will not back down, I will not forgive, and I will not forget.  I will fight for change, I will fight this oppression.  My family is the 99%, and <em>I</em> am PISSED OFF!!!</p>"
24000038623,http://wearethe99percent.tumblr.com/post/24000038623,1338306755,2012-05-29 15:52:35 GMT,ows;occupy;occupywallstreet;occupytogether;military;economy;politics;prison;submission,
23742001278,http://wearethe99percent.tumblr.com/post/23742001278,1337968484,2012-05-25 17:54:44 GMT,,
22379509576,http://wearethe99percent.tumblr.com/post/22379509576/occupy-tabs-from-hamden-ct,1336135029,2012-05-04 12:37:09 GMT,,<p>Occupy Tabs from Hamden CT</p>
22122871447,http://wearethe99percent.tumblr.com/post/22122871447/i-earn-1700-a-month-after-taxes-half-my-income,1335709860,2012-04-29 14:31:00 GMT,ows;occupywallstreet;99%;occupytogether;mayday;m1gs;occupy,"<p><span>I earn 1700$ a month after taxes. Half my income is from working 15 hours a week as a student assistant in research. The other half is government support for my education. When my last bill is paid, I have a 1000$.  I am studying a master’s degree in social science at the university for free. I do pay 40-45% in taxes and groceries are 30-50% more expensive than in the US. I do have government subsidized student loans.  </span><span> </span></p><p><span>Monthly I donate money to charities, and I’ve recently starting paying back my loans, due to an increased income from work. My real wage was cut 1% this year, but I’ll make it. I only pay for 50% of the cost for my medicine for a chronic illness, and I have free healthcare. A broken leg will only cost me the price of painkillers.  </span><span> </span></p><p><span>In my country’s economic and social context I am far from rich. I can go to the cinema, maybe travel, buy healthy food, and I can go out. I am far but privileged. I am a regular student with a part time job. I am not lucky. This is the results of my parents and their parents’ struggle for economic justice, and a welfare society with equal opportunities. My country is not going bankrupt. In spite of economic crises it has a strong economy, and we do quite well. </span><span></span><br/><span>This is the result of a struggle for human dignity and social and economic justice – not good luck. I live in what American pundits call a socialist nightmare.</span><span></span></p><p class=""MsoNormal""><span>I feel for the people of the US, Greece and the 99%. I support your struggle, politically and economically. In Denmark I am the 99%. I hope you one day can be as privileged as me.</span></p>"
22122149209,http://wearethe99percent.tumblr.com/post/22122149209,1335795060,2012-04-30 14:11:00 GMT,ows;mayday;occupywallstreet;occupytogether;occupy;military;99%,
22120909609,http://wearethe99percent.tumblr.com/post/22120909609,1335792720,2012-04-30 13:32:00 GMT,99%;ows;occupywallstreet;occupytogether;mayday;m1gs,
22120393490,http://wearethe99percent.tumblr.com/post/22120393490,1335791700,2012-04-30 13:15:00 GMT,ows;occupywallstreet;occupytogether;occupy;mayday;m1gs,
22120030338,http://wearethe99percent.tumblr.com/post/22120030338/i-got-my-first-job-mowing-lawns-when-i-was-13-i,1335790920,2012-04-30 13:02:00 GMT,ows;occupywallstreet;mayday;m1gs;occupy;occupytogether,"<p>I got my first job mowing lawns when I was 13. I went to work for the Federal government, laying fences, when I was 15. At 17, I left home and put myself through college and law school, without my parents&#8217; help. Yes, I had student loans, and yes, I paid them.</p><p><br/> I lost my job in 2009. Despite hundreds of phone calls, resumes, and a few interviews, it seems I am now &#8220;overqualified,&#8221; at age 50, to be employed. I am coming to grip with the fact that I will never earn what I took for granted, just a few years ago.<br/><br/> I have run through my savings, my investments, and my retirement accounts. I lost my house. My wife left me a year ago, and cancelled my health insurance. My heart medications, insulin, and related supplies, not to mention ADD meds for my teenager, total $3500 a month. I don&#8217;t have $3500 to spend on meds, so I take a daily aspirin, and my kid is suffering in school. I&#8217;m waiting on the word that I have renal failure. A vial of insulin, that used to cost $15 a few years ago, now costs $80. Big pharma is gouging.<br/><br/> Now, I am facing eviction. My two children have never seen daddy without money. I am facing the grim fact that my life insurance policy and social security death benefits may provide my kids better financial security than I can. Like George Bailey, I am &#8220;worth more dead than alive.&#8221; I AM THE 99% <br/><br/> Jack<br/> Austin, Texas</p>"
22119730524,http://wearethe99percent.tumblr.com/post/22119730524/my-partner-has-no-health-insurance-and-they-keep,1335790373,2012-04-30 12:52:53 GMT,ows;occupywallstreet;mayday;m1gs;occupy;occupytogether;healthcare;insurance;debt;politics,"<p>My partner has no health insurance, and they keep cutting hours at his supposedly full time job. I have health insurance because my mom would lose hers if she took me off it.</p><p>I am going back to nursing school full time to get a job that was supposed to be stable and in demand, but no one is hiring anymore.</p><p><br/> We want to get married, but we keep trying and failing to get on our financial feet. I’m not sure that will ever happen.</p><p><br/> I am afraid of my sick father-in-law dying. His family would have nowhere to go but us or the streets, but how could we support his disabled mom, disabled brother, and kid sister when we can barely make ends meet in our one room studio apartment?<br/> Recently, someone told me they got a 20,000 dollar raise. I laughed because it would be too painful to cry. Most of my friends are unemployed. The most my partner and I have ever made combined was 24,000 USD. That was a great year.</p><p><br/> We are the 99%. Occupywallst.org Occupyberkeley.org</p>"
22119211399,http://wearethe99percent.tumblr.com/post/22119211399,1335789120,2012-04-30 12:32:00 GMT,ows;occupywallstreet;mayday;m1gs;occupy;occupytogether,
21323836897,http://wearethe99percent.tumblr.com/post/21323836897,1334755740,2012-04-18 13:29:00 GMT,,
21268915628,http://wearethe99percent.tumblr.com/post/21268915628,1334674429,2012-04-17 14:53:49 GMT,,
21268904734,http://wearethe99percent.tumblr.com/post/21268904734/i-am-an-old-retired-overseas-chinese-person-that,1334674380,2012-04-17 14:53:00 GMT,,"<p><p class=""MsoNormal"">I am an old, retired overseas Chinese person that has always been harassed by my landlord and threatened by eviction. The landlord has used all sorts of methods such as not accepting my rent checks and not providing hot water or heat. Last summer it was the worst when the landlord turned on the heat to bake us alive! We are the 99%!</p></p>"
21268901613,http://wearethe99percent.tumblr.com/post/21268901613/i-am-a-greencard-carrying-chinese-person-with-a,1334674380,2012-04-17 14:53:00 GMT,,"<p><p class=""MsoNormal"">I am a greencard carrying Chinese person with a family of four. Because my husband has worked so many years in a restaurant, he now has health issues because of his blood pressure. We are peaceful, law-abiding residents. Because of landlord harassment, who has threatened us with eviction, we are fighting gentrification.<span>  </span>We need to protect the rights of tenants! Every year the rent increases. Sometimes the landlord doesn’t turn on the heat or hot water. The landlord is trying to evict us, and we are currently in housing court. We have to work to save money for rent to pay the rent, to survive. It’s really tough on us. We are the 99%!</p></p>"
21268897421,http://wearethe99percent.tumblr.com/post/21268897421/ive-been-living-in-the-us-for-30-years-working,1334674380,2012-04-17 14:53:00 GMT,,"<p><p class=""MsoNormal"">I’ve been living in the US for 30 years, working in a restaurant all the entire time.<span>  </span>Every day I work 13 hours, leading to my bad health now. After 9/11, I started getting respiratory problems. My wife used to work in the garment factories, but because there wasn’t business, she got laid off. Rent increases yearly, and we have 2 kids. Now we don’t have work, so life is very difficult. We are a part of the 99%.</p></p>"
21268890894,http://wearethe99percent.tumblr.com/post/21268890894/i-am-a-chinese-american-ive-been-in-the-us-for,1334674320,2012-04-17 14:52:00 GMT,,"<p><p class=""MsoNormal"">I am a Chinese American. I’ve been in the US for 30 years now. I have 4 kids, and in order to support them, I have to take up part-time work. Our family income is mainly supported through my husband’s restaurant job, which only provides a meager income. Now, all of our kids have graduated from college, but because of the negative effects of the economic downturn, my daughters can’t find work. Also, because of my husband’s long term restaurant work, his health has suffered and he’s unable to work now. And then it’s all compounded with the effects of gentrification, such as our landlord’s unending harassment. Last year our rent was raised twice.<span> </span>We are the 99%.</p></p>"
21267467851,http://wearethe99percent.tumblr.com/post/21267467851,1334667741,2012-04-17 13:02:21 GMT,,
21211709810,http://wearethe99percent.tumblr.com/post/21211709810,1334588275,2012-04-16 14:57:55 GMT,,
21209976798,http://wearethe99percent.tumblr.com/post/21209976798,1334584273,2012-04-16 13:51:13 GMT,,
21056561700,http://wearethe99percent.tumblr.com/post/21056561700/furee-brooklyn-ny-99-spring-story,1334366838,2012-04-14 01:27:18 GMT,,"<p>FUREE (Brooklyn, NY) 99% Spring story</p>"
21056549662,http://wearethe99percent.tumblr.com/post/21056549662/furee-brooklyn-ny-99-spring-story,1334366826,2012-04-14 01:27:06 GMT,,"<p>FUREE (Brooklyn, NY) 99% Spring story</p>"
21056485051,http://wearethe99percent.tumblr.com/post/21056485051,1334366760,2012-04-14 01:26:00 GMT,,
21023317763,http://wearethe99percent.tumblr.com/post/21023317763,1334323146,2012-04-13 13:19:06 GMT,,
20978318174,http://wearethe99percent.tumblr.com/post/20978318174,1334261120,2012-04-12 20:05:20 GMT,,
20725316525,http://wearethe99percent.tumblr.com/post/20725316525/i-am-the-99-occupywallst-org-my-name-is,1333909504,2012-04-08 18:25:04 GMT,,"<p>I am the 99%.</p><p>occupywallst.org</p><p>My name is Olivia.  I can&#8217;t hold a sign because I&#8217;m so little. </p><p>I was born with club feet.  One was so bad, it was nearly upside-down.  My feet have been stretched into place and casted into position every week since I was 3 weeks old.  It really hurts.  I&#8217;m 3 and a half months old now, so I&#8217;ve done that a lot.  It costs about $500 each time.  (You can see one of my casts peeking out under my dress.)</p><p>On March 21, 2012 I had my first surgery, because the stretching wasn&#8217;t working.  That cost nearly $9,000, but if my feet don&#8217;t get fixed, I&#8217;ll never be able to walk.<br/><br/>Medicaid is paying to fix my feet.  My Daddy is a disabled veteran, but his insurance won&#8217;t cover my feet.  My Mom is trying to raise my 3 brothers and I while she wracks up student loans getting her college degree, because minimum wage isn&#8217;t enough to keep a roof over our heads.</p><p>WIC is paying for my formula, because Mom&#8217;s milk never came in.  She feels kinda bad about that, but sometimes these things just happen.</p><p>I hear that some people want to get rid of Medicaid, the Pell Grant, and WIC, so that the 1% can have even more tax breaks.  Well, I want to be able to walk.  I need to eat.  And my Mom would like to be able to provide for me better someday.  I don&#8217;t understand why people want to take that away from me.  What did I do wrong?</p>"
20345799407,http://wearethe99percent.tumblr.com/post/20345799407/even-though-i-am-still-the-99,1333369265,2012-04-02 12:21:05 GMT,,"<p>even though, I am still the 99%</p>"
20116769441,http://wearethe99percent.tumblr.com/post/20116769441/i-can-t-find-my-future-i-looked-in-college-i,1333032193,2012-03-29 14:43:13 GMT,,"<p>I CAN&#8221;T FIND MY FUTURE.</p><p>I looked in college.</p><p>I found debt.</p><p>I looked to my parents.</p><p>I found debt and heartbreak.</p><p>I looked at my friends. </p><p>I found grief and sorrow.</p><p>I looked at the land.</p><p>I found MY COMMONS DESTROYED, MY LAKES AND RIVERS AND SOIL AND TREES AND BEES AND WORMS DESTROYED.</p><p>I looked at my fellow humans.</p><p>I fund disease, debt, sorrow, dissonance, hate, greed, misery, AND NO ONE CARES ANYMORE.</p><p>well. I CARE. an awful lot.</p><p>IM TAKING MY FUTURE BACK. </p><p>(IT&#8217;S MINE)</p><p>I AM THE 99%</p>"
20062608117,http://wearethe99percent.tumblr.com/post/20062608117/i-am-a-21-year-old-student-from-finland-it-makes,1332945136,2012-03-28 14:32:16 GMT,,"<p><p class=""p1""><span class=""s1""><strong>I am a 21 year-old student from Finland.</strong></span></p><p class=""p1""><span class=""s1""></span>It makes me sad to hear how Americans are suffering.</p><p class=""p1""><span class=""s1"">Here, our taxes are high but we all benefit from them.</span></p><p class=""p1""><span class=""s1"">I grew up in the countryside and always had access to the same services that people in the city did.</span></p><p class=""p1""><span class=""s1"">My university is known around the world in my field and my education is not only free, but my government pays <strong>ME</strong> to go to university. Everyone has a right to this.</span></p><p class=""p1""><span class=""s1"">Everyone has a right to the best healthcare, there is no such thing as health insurance.</span></p><p class=""p1""><span class=""s1"">I am young now and able to take risks and pursue my passion because I will never have to worry about starving if I loose my job or my business fails.</span></p><p class=""p1""><span class=""s1"">I know that when I am old my state pension will be there for me so that I can enjoy my retirement.</span></p><p class=""p1""><span class=""s1"">We call this the Nordic Model, and under it we live well and our businesses are among the most competitive in the world. I am grateful to have been born a citizen of a country that cares for its people, and I hope that one day the USA will take example from us.</span></p><p class=""p1""><span class=""s1""><strong>I am the 99%. </strong></span></p></p>"
