id,Title,Founded,Founded-longdate,General email address,General phone,Location Name,Address 1,Address 2,City,City_sub,State,State_sub,Country,zip-postal,Latitude,Longitude,Occupation description,General Assembly,Donate Information,Occupation website,occupation_websites_extra1,occupation_websites_extra2,occupation_websites_extra3,occupation_websites_extra-other,Twitter_hashtag1,Twitter_hashtag2,Twitter_hashtag3,Twitter_hashtag-other,Twitter_account1,Twitter_account2,Twitter_account3,Twitter_account-other,Facebook1,Facebook2,Facebook-other,Newspaper URL,RSS1,RSS2,RSS-other,Meetup URL,Youtube1,Youtube2,Youtube-other,live_video1,live_video2,live_video-other,social_media_extra1,social_media_extra2,social_media_extra3,social_media_extra-other,Physical occupation occurring,Point of contact email addresses,Occupy Directory URL,Occupation_image-orig,Occupation_image-thumb
01802b86-fef5-4804-915f-91cb5f7d7077,Occupy Nanaimo,10/15/11,15-Oct-11,occupynanaimo@gmail.com,250.739.4049,Diana Krall Plaza,,,Nanaimo,,BC,,Canada,,49.1659,-123.94,"We stand here in Solidarity with thousands of people around the world against Corporate Corruption and Greed. On September 17th New York answered a call from the Vancouver based organization Adbusters. Adbusters Called out to the people of New York to flood Wall St. and set up peaceful camps, kitchens, and began occupying public space. They initially called for 20,000 people but received much fewer. In the first weeks people started coming and answering the call to Wall St. They heard the message that It wasnâ€™t ok for the vast Majority of people in the world to be struggling to get by when there were people who hoarded wealth. After over 700 people were arrested on the Brooklyn bridge people came in droves. Cites across the United States started Occupying, and since October 15th the world has joined the occupation movement.<br>We in Nanaimo are standing in solidarity with our brothers and sisters around the globe. We are lending our voices to a cause that calls for equality and fairness among all of humanity. We are demanding that needs of humanity do not conflict with the needs of the natural environment. We believe that poverty and poor health can be abolished. We believe a better world is possible.<br>We will stand with the rest of the world, we will see this through till the end.<br>We are accepting Donations for community Benefit organizations in town. We encourage you bring Food, Books, Clothing, and Shoes to Donate<br>Please come and stand with us.",,,http://occupynanaimo.ca/,http://occupynanaimo.ca/category/media/photos/,http://occupynanaimo.ca/category/media/video/,,,,,,,,,,,https://www.facebook.com/occupynanaimo,,,,,,,,,,,http://www.livestream.com/occupynanaimoga?t=531091,,,,,,,,"anthony129921@hotmail.ca,  alisa_islandgirl@hotmail.com",http://directory.occupy.net/occupation/ca/bc/occupy-nanaimo,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/mvi36844.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/mvi36844.jpg
018a3751-9e3e-02c4-c50d-8a2e64330a3a,Occupy Ede,,,occupyede@gmail.com,,Occupy Ede,Stationsweg 102-104,,Ede,,,,Netherlands,,52.0319,5.67052,,,,http://www.occupyede.nl,,,,,,,,,@OccupyEde,,,@OccupyEde,https://www.facebook.com/occupyede,https://www.facebook.com/pages/Occupy-Ede/203504509727891,,,,,,,http://www.youtube.com/watch?v=IMgfGzYkwEQ,,,http://www.livestream.com/occupyede,http://occupystreams.org/item/occupy-ede,,http://occupii.org/profile/OccupyEde,,,,,,http://directory.occupy.net/occupation/nl/occupy-ede,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/ede-occupy.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/ede-occupy.jpg
01c219e6-f5e7-acd4-91e5-163c93cbc737,Occupy Mendocino,,,,,,,,Mendocino,,CA,,United States,,39.3076,-123.799,,,,,,,,,,,,,,,,,http://www.facebook.com/occupymendocino,,,,,,,,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/ca/occupy-mendocino,,
0221ef35-64f0-2074-e179-b3d9cc57d2c6,Occupy Tehran,,,Mahini2003@yahoo.com,,,,,Tehran,,,,Iran,,35.6719,51.4244,,,,http://mahininews.com,http://baryar.ir,http://corci.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sobhaan@gmail.com,http://directory.occupy.net/occupation/ir/occupy-tehran,,
02909987-af2c-b874-89fd-7bcaa785c88b,Occupy Murfreesboro,,,occ_mboro@yahoo.com,,,,,Murfreesboro,,TN,,United States,,35.8444,-86.3943,,,,http://www.occupymurfreesboro.org/,,,,,,,,,@OccupyMBoro,,,@OccupyMBoro,http://facebook.com/pages/Occupy-Murfreesboro/279949422023475,,,,,,,,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/tn/occupy-murfreesboro,,
02bb48d6-5227-8c54-8dfd-13c6062c1110,Occupy Tahlequa,10/8/11,8-Oct-11,,,Norris Park,,,Tahlequah,,OK,,United States,,35.9114,-94.9726,,,,,,,,,,,,,,,,,http://facebook.com/pages/Occupy-Tahlequah/158869584202609,,,,,,,,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/ok/occupy-tahlequa,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/277173158869584202609443323553n.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/277173158869584202609443323553n.jpg
02e8f7fa-f4cf-cef4-b9fa-b5f0ef843115,Occupy Kassel,,,,,,,,Kassel,,,,Germany,,51.3118,9.49119,,,,,,,,,,,,,,,,,,,,,,,,http://meetup.com/occupytogether/Kassel-DE/,,,,,,,,,,,,,http://directory.occupy.net/occupation/de/occupy-kassel,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/img0629-300x225.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/img0629-300x225.jpg
032799b3-dd8e-b674-75d0-2d78c839013e,Occupy Odense,10/15/11,15-Oct-11,occupyodense@yahoo.dk,,Flakhaven,,,Odense,,,,Denmark,,55.3962,10.3908,,,,,,,,,,,,,@OccupyOdense,,,@OccupyOdense,http://facebook.com/pages/Occupy-Odense-for-et-Ã_gte-demokrati/286192861400345,,,,,,,http://meetup.com/occupytogether/Odense-DK/,,,,,,,,,,,,,http://directory.occupy.net/occupation/dk/occupy-odense,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/5622563301006437167493214002345867909520131504159610n.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/5622563301006437167493214002345867909520131504159610n.jpg
032e672d-9767-9364-51a3-a5a4f4744fb0,Occupy Floyd,,,,,,,,Floyd,,VA,,United States,,36.9118,-80.3203,,,,http://occupycville.org/,,,,,,,,,,,,,,,,,,,,http://meetup.com/occupytogether/Floyd-VA/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/va/occupy-floyd,,
033251d0-3ed4-7384-e916-f136b1f7a090,"Occupy the Hood, Wilmington",,,,,,,,Wilmington,,DE,,United States,,39.7402,-75.5508,,,,http://www.occupythehoodwilmingtonde.org,,,,,,,,,,,,,http://www.facebook.com/pages/Occupy-the-Hood-Wilmington-Delaware/190742181018434,,,,,,,,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/de/occupy-hood-wilmington,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/401090209856265773692190742181018434408205487308690n.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/401090209856265773692190742181018434408205487308690n.jpg
034f074d-2ab9-6e34-a54a-a59cf37e383e,Occupy Johnson City,10/15/11,15-Oct-11,,,etsu campus,state of franklin street,,Johnson City,,TN,,United States,,36.3638,-82.3881,,,,http://dng1.net/OJC.html,,,,,,,,,@OccupyTNJC,,,@OccupyTNJC,http://facebook.com/pages/Occupy-Johnson-CityTN/223074574419904,,,,,,,,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/tn/occupy-johnson-city,,
0393964c-df1e-d054-8dc4-ec653f2c1c01,Occupy Bellingham,10/7/11,7-Oct-11,,,Federal Building,Maritime Heritage Park,,Bellingham,,WA,,United States,,48.7536,-122.484,,,,http://occupy-bellingham.org,,,,,,,,,@BhamOccupy,@OccupyBhamWa,,"@BhamOccupy, @OccupyBhamWa",http://facebook.com/pages/Occupy-Bellingham/129622153804379,,,,,,,http://meetup.com/occupytogether/Bellingham-WA/,,,,http://www.ustream.tv/channel/occupybellinghamwa,,,,,,,,,http://directory.occupy.net/occupation/us/wa/occupy-bellingham,,
039b89c5-a4f8-1d84-555f-532519f78c47,Occupy Denver,9/24/11,24-Sep-11,general@occupydenver.org,720-937-0906,Civic Center Park,101 West 14th Avenue,,Denver,,CO,,United States,80204,39.7397,-105.012,,Every Tuesday at 7:00pm and Saturday at 3:00pm in Civic Center Park,Our web site contains a mailing address for physical donations and we accept PayPal and WePay.,http://occupydenver.org,,,,,#OccupyDenver,,,,@OccupyDenver,@OWSDenverLegal,,"@OccupyDenver, @OWSDenverLegal",http://facebook.com/occupydenver,,,,http://occupydenver.org/feed,,,,http://youtube.com/occupydenver,http://www.youtube.com/user/zggary?feature=guide,,http://www.ustream.tv/channel/starrstream,http://www.ustream.tv/channel/occupy-denver-with-wolf,"http://www.ustream.tv/channel/occupydenver-mw, http://www.ustream.tv/channel/wickedwonka89",http://weoccupydenver.tumblr.com,,,,"Yes, we are physically occupying this location, Occupying 24 hours a day",socialmedia@occupydenver.org,http://directory.occupy.net/occupation/us/co/occupy-denver,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/20111009occupy-denver-protest-100811p1.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/20111009occupy-denver-protest-100811p1.jpg
03d1f2b0-b2ff-1284-2de2-8d7a5145e844,Occupy Riverhead,,,,,,,,Riverhead,,NY,,United States,,40.9414,-72.6377,,,,http://occupyrainbowlake.weebly.com/,,,,,,,,,,,,,,,,,,,,http://www.meetup.com/occupytogether/Riverhead-NY/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/ny/occupy-riverhead,,
03e42e4b-9f3e-41e4-1940-f18b3f66ed5d,Occupy Ormond Beach,,,,,,,,Ormond Beach,,FL,,United States,,29.2853,-81.0554,,,,,,,,,,,,,,,,,,,,,http://occupyflorida.org/rss,,,http://www.meetup.com/occupytogether/Ormond-Beach-FL/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/fl/occupy-ormond-beach,,
03f9b4c6-d205-60c4-3d4a-5177b1cf6e8d,Occupy Bemidji,10/15/11,15-Oct-11,,,"Paul and Babe Statue, Carnegie Library Building",,,Bemidji,,MN,,United States,,47.4731,-94.8796,,,,,,,,,,,,,,,,,http://www.facebook.com/pages/Occupy1stCityOnMississippi/297536883593842,,,,,,,http://www.meetup.com/occupytogether/Bemidji-MN/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/mn/occupy-bemidji,,
03fb2d2d-ee7a-df14-5d69-33f6536f587e,Occupy Princeton,,,,,,,,Princeton,,NJ,,United States,,40.3499,-74.6591,,,,,,,,,,,,,,,,,,,,,,,,http://meetup.com/occupytogether/Princeton-NJ/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/nj/occupy-princeton,,
0418cf1f-b283-5664-85fc-65da7d6c340a,Occupy St. Paul,,,workinggroups@occupysaintpaul.org,,,,,St. Paul,,MN,,United States,,44.9438,-93.0933,,,,http://occupysaintpaul.org,,,,,,,,,@OccupySaintPaul,,,@OccupySaintPaul,http://facebook.com/OccupyStPaul,,,,,,,http://meetup.com/occupytogether/Saint-Paul-MN/,,,,,,,,,,,,media@occupysaintpaul.org,http://directory.occupy.net/occupation/us/mn/occupy-st-paul,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/occupy-st-paul-fibonacci-blue-300x225.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/occupy-st-paul-fibonacci-blue-300x225.jpg
042affe2-608b-3a54-7956-5fe9855ef715,Occupy Reading,,,,,,,,Reading,,PA,,United States,,40.3366,-75.9278,,,,http://occupyreadingpa.blogspot.com,,,,,,,,,@OccupyReadingPA,,,@OccupyReadingPA,http://facebook.com/pages/OccupyReadingPA/268170183216496,http://live.fga-directory.gotpantheon.com/%C2%A0http%3A//facebook.com/groups/274...,,,,,,http://www.meetup.com/occupytogether/Reading-PA/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/pa/occupy-reading,,
048bd329-f4bb-6674-1591-1322e6b419b2,Occupy Rancho Mirage,,,,,,,,Rancho Mirage,,CA,,United States,,33.7706,-116.447,,,,,,,,,,,,,,,,,,,,,,,,http://www.meetup.com/occupytogether/Rancho-Mirage-CA/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/ca/occupy-rancho-mirage,,
04a606f9-58ba-fb74-a188-af2aeded893f,Occupy Boston University,,,buoccupiesboston@gmail.com,,Occupy Boston University,,,Boston,,MA,,United States,,42.3586,-71.0567,,,,http://buoccupiesboston.tumblr.com,,,,,,,,,@BUOccupyBoston,,,@BUOccupyBoston,http://facebook.com/groups/Buoccupiesboston,,,,,,,,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/ma/occupy-boston-university,,
04ab283d-316b-3864-91fb-56b3d11800cb,Occupy Byron Bay,10/15/11,15-Oct-11,,,Railway Park,Main Beach,,Byron Bay,,NSW,,Australia,,-28.6415,153.616,,,,,,,,,,,,,,,,,https://www.facebook.com/OccupyCanberra#!/groups/occupybyronbay/,,,,,,,,http://www.youtube.com/watch?v=YjF9_LcAPxo,,,,,,,,,,,,http://directory.occupy.net/occupation/au/nsw/occupy-byron-bay,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/dscf0164.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/dscf0164.jpg
04b6f720-3ab1-2914-bd84-87f59a7d9f80,Occupy San Salvador,,,,,,,,San Salvador,,,,El Salvador,,13.6974,-89.1991,,,,,,,,,,,,,,,,,,,,,,,,http://meetup.com/occupytogether/San-Salvador-SV/,,,,,,,,,,,,,http://directory.occupy.net/occupation/sv/occupy-san-salvador,,
04b7e3dd-0147-c4d4-a9fd-97b4f1cc5500,Occupy Long Beach,10/16/11,16-Oct-11,occupylb@gmail.com,562-291-5225,Long Beach's Bixby Park,Cherry Avenue and East Ocean,,Long Beach,,CA,,United States,,33.7645,-118.168,,,,http://occupylb.org,http://occupylongbeach.webs.com,http://soundcloud.com/occupylb,,,#OccupyLongBeach,#OLB,,,@OccupyLongBeach,@OccupyLB,,"@OccupyLongBeach, @OccupyLB",http://facebook.com/pages/Occupy-Long-Beach/281643208530333,,,,,,,,http://youtube.com/occupylb,,,http://ustream.tv/user/OccupyLBC,http://livestream.com/occupylbc,,,,,,,occupylbmedia@gmail.com,http://directory.occupy.net/occupation/us/ca/occupy-long-beach,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/occupy-ports003.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/occupy-ports003.jpg
04d9806f-6b81-ddb4-09f3-4d757be2419f,Occupy Orlando,10/5/11,5-Oct-11,info@occupyorlando.org,321-297-8849,Regional Chamber of Commerce,"75 S Ivanhoe Blvd, Orlando, FL",,Orlando,,FL,,United States,,28.5599,-81.3783,,,https://www.wepay.com/donate/occupyorlando,http://occupyorlando.org,,,,,#OccupyOrlando,,,,@OOGroundTeam,@OccupyOrlandoFL,@OccupyOrlMedia,"@OOGroundTeam, @OccupyOrlandoFL, @OccupyOrlMedia",http://facebook.com/OccupyOrlandoFL,,,,http://www.occupyorlando.org/feed/,,,http://meetup.com/occupytogether/Orlando-FL/,http://youtube.com/user/OccupyOrlandoMedia,,,http://livestream.com/occupy_orlando,,,,,,,,media@occupyorlando.org,http://directory.occupy.net/occupation/us/fl/occupy-orlando,http://live.fga-directory.gotpantheon.com/sites/default/files/default_images/hemisphere-sketch-smsq.png,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/hemisphere-sketch-smsq.png
04fe6e1e-904d-9ed4-456c-dfa14979d55e,Occupy Detroit,10/14/11,14-Oct-11,info@occupy-detroit.us,313-757-2155,,5900 Michigan Ave,,Detroit,,MI,,United States,,42.3315,-83.1158,,,https://www.wepay.com/donate/17751,http://occupy-detroit.us,http://occupydetroitvoices.tumblr.com,http://occupydetroitfrontline.blogspot.com,http://about.me/transitdetroit,https://www.causes.com/causes/660156-occupy-detroit-transit,#OccupyDetroit #transitDetroit,,,,@OccupyDetMI,@OccupyTheD,@TransitDetroit,"@OccupyDetMI, @OccupyTheD, @TransitDetroit",http://facebook.com/pages/Occupy-Detroit/218543061540751,,,,http://feeds.feedburner.com/OccupyDetroit,,,http://meetup.com/occupytogether/Detroit-MI/,http://youtube.com/user/OccupyDetroit,http://vimeo.com/user9042452,,http://livestream.com/detroit99,http://Justin.tv/OccupyDetroit99,"http://ustream.tv/channel/occupydetroit, http://bambuser.com/channel/occupydetroit",,,,,,"occupythehood@gmail.com,  lee337@comcast.net,  markbray24@gmail.com,  afrommi2275@gmail.com, cr8nit@gmail.com",http://directory.occupy.net/occupation/us/mi/occupy-detroit,http://live.fga-directory.gotpantheon.com/sites/default/files/default_images/hemisphere-sketch-smsq.png,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/hemisphere-sketch-smsq.png
04fe6e1e-904d-9ed4-456c-dfa14979d55e,Occupy Detroit,10/14/11,14-Oct-11,info@occupy-detroit.us,313-757-2155,,5900 Michigan Ave,,Detroit,,MI,,United States,,42.3315,-83.1158,,,https://www.wepay.com/donate/17751,http://occupy-detroit.us,http://occupydetroitvoices.tumblr.com,http://occupydetroitfrontline.blogspot.com,http://about.me/transitdetroit,https://www.causes.com/causes/660156-occupy-detroit-transit,#OccupyDetroit #transitDetroit,,,,@OccupyDetMI,@OccupyTheD,@TransitDetroit,"@OccupyDetMI, @OccupyTheD, @TransitDetroit",http://facebook.com/pages/Occupy-Detroit/218543061540751,,,,http://feeds.feedburner.com/OccupyDetroit,,,http://meetup.com/occupytogether/Detroit-MI/,http://youtube.com/user/OccupyDetroit,http://vimeo.com/user9042452,,http://livestream.com/detroit99,http://Justin.tv/OccupyDetroit99,"http://ustream.tv/channel/occupydetroit, http://bambuser.com/channel/occupydetroit",,,,,,"occupythehood@gmail.com,  lee337@comcast.net,  markbray24@gmail.com,  afrommi2275@gmail.com, cr8nit@gmail.com",http://directory.occupy.net/occupation/us/mi/occupy-detroit,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/415964279.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/415964279.jpg
05207070-e182-34f4-91e1-9b09dfb1256e,Occupy Red Bank,,,OccupyRedBank@gmail.com,,,,,Red Bank,,NJ,,United States,,40.3492,-74.0701,,,,http://occupyredbank.wordpress.com,,,,,,,,,@OccupyRedBankNJ,,,@OccupyRedBankNJ,http://facebook.com/occupyredbank,,,,,,,http://meetup.com/occupytogether/Red-Bank-NJ/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/nj/occupy-red-bank,,
0561d05d-3b72-f4d4-dd84-4aa74ee0484e,Occupy Bloomington - Indiana University,,,occupyiu@yahoo.com,,Indiana University,,,Bloomington,,IN,,United States,,39.1666,-86.5342,,,,,,,,,,,,,@OccupyIU,,,@OccupyIU,http://facebook.com/pages/Occupy-IU/151702921594885,,,,,,,,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/in/occupy-bloomington-indiana-university,,
057ee2e7-ff36-8e04-795c-301065bbf206,Occupy University of Kansas,,,,,University of Kansas,,,Lawrence,,KS,,United States,,38.9731,-95.2365,,,,,,,,,,,,,@OccupyKU,,,@OccupyKU,,,,,,,,,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/ks/occupy-university-kansas,,
05904ef1-2cac-3774-e130-72eceb13da46,Occupy Franklin County VA,,,,,,,,Franklin County,,VA,,United States,,36.9459,-79.8297,,,,,,,,,,,,,@OccupyFCVA,,,@OccupyFCVA,https://www.facebook.com/OccupyFranklinCounty,,,,,,,,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/va/occupy-franklin-county-va,http://live.fga-directory.gotpantheon.com/sites/default/files/images/occupations/icons/376116251236691605779679953498n.jpg,http://directory.occupy.net/sites/default/files/styles/occupation_thumb_med/public/images/occupations/icons/376116251236691605779679953498n.jpg
05e6db43-f23c-6a54-652d-a3fa4a627772,Occupy Clemson University,,,occupyclemson@riseup.net,,Clemson University,,,Clemson,,SC,,United States,,34.6826,-82.8395,,,,,,,,,,,,,,,,,http://facebook.com/pages/Occupy-Clemson-University/269773196400384,,,,,,,http://meetup.com/occupytogether/Clemson-SC/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/sc/occupy-clemson-university,,
063987ba-f9bf-a634-dd1c-b06457b48c74,Occupy Springfield MO,,,OccupySpringfieldMO@gmail.com,,,,,Springfield,,MO,,United States,,37.209,-93.2916,,,,http://www.occupy417.com/,http://occupy-springfield.blogspot.com,,,,#occupyspringfieldmo,,,,@OccupySpfdMO,Â @Occupy417,,"@OccupySpfdMO, Â @Occupy417",http://facebook.com/OccupySpringfieldMO?sk=wall,,,,,,,http://meetup.com/occupytogether/Springfield-MO/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/mo/occupy-springfield-mo,,
066e33d1-e3f3-8ed4-cdfe-285781464b56,Occupy Vallejo,,,,,,,,Vallejo,,CA,,United States,,38.1008,-122.255,,,,,,,,,,,,,,,,,,,,,,,,http://www.meetup.com/occupytogether/Vallejo-CA/,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/ca/occupy-vallejo,,
06793e12-8a48-6234-d99a-f4d15f2d7f54,Occupy Napa,,,OccupyNapa@gmail.com,,,,,Napa,,CA,,United States,,38.2989,-122.285,,,,,,,,,,,,,,,,,http://facebook.com/OccupyNapa,,,,,,,,,,,,,,,,,,,,http://directory.occupy.net/occupation/us/ca/occupy-napa,,
